Original_Row_Index,Inorganic phosphor,Host,1st dopant,Reference,MP-ID,ICSD-ID,CV_Fold,Emission max. (nm)
489,Sr2MgGe2O7Mn0.011,Sr2MgGe2O7,Mn,https://doi.org/10.1016/j.jallcom.2018.05.264,mp-972387, icsd-420522,4,659.0
490,Sr2MgGe2O7Mn0.02,Sr2MgGe2O7,Mn,https://doi.org/10.1016/j.jallcom.2018.05.264,mp-972387, icsd-420522,5,659.0
491,Lu3Al4.998O12Mg0.001Mn0.001,Lu3Al4.998O12Mg0.001,Mn,https://doi.org/10.1039/C7TC02514A,mp-14132, icsd-182354 icsd-23846,8,670.0
492,Lu3Al4.994O12Mg0.003Mn0.003,Lu3Al4.994O12Mg0.003,Mn,https://doi.org/10.1039/C7TC02514A,mp-14132, icsd-182354 icsd-23846,10,670.0
493,Lu3Al4.994O12Mg0.003Mn0.003,Lu3Al4.994O12Mg0.003,Mn,https://doi.org/10.1039/C7TC02514A,mp-14132, icsd-182354 icsd-23846,5,670.0
494,Lu3Al4.986O12Mg0.007Mn0.007,Lu3Al4.986O12Mg0.007,Mn,https://doi.org/10.1039/C7TC02514A,mp-14132, icsd-182354 icsd-23846,3,670.0
495,Lu3Al4.98O12Mg0.01Mn0.01,Lu3Al4.98O12Mg0.01,Mn,https://doi.org/10.1039/C7TC02514A,mp-14132, icsd-182354 icsd-23846,1,670.0
496,Lu3Al4.97O12Mg0.015Mn0.015,Lu3Al4.97O12Mg0.015,Mn,https://doi.org/10.1039/C7TC02514A,mp-14132, icsd-182354 icsd-23846,9,670.0
497,Lu3Al4.96O12Mg0.02Mn0.02,Lu3Al4.96O12Mg0.02,Mn,https://doi.org/10.1039/C7TC02514A,mp-14132, icsd-182354 icsd-23846,5,670.0
498,Ca14Zn6Ga9.97O35Mn0.03,Ca14Zn6Ga9.97O35,Mn,https://doi.org/10.1039/C7RA02112G,,,8,713.0
499,Ca14Zn6Ga9.91O35Mn0.09,Ca14Zn6Ga9.91O35,Mn,https://doi.org/10.1039/C7RA02112G,,,8,713.0
500,Ca14Zn6Ga9.88O35Mn0.12,Ca14Zn6Ga9.88O35,Mn,https://doi.org/10.1039/C7RA02112G,,,5,713.0
501,Ca14Zn6Ga9.85O35Mn0.15,Ca14Zn6Ga9.85O35,Mn,https://doi.org/10.1039/C7RA02112G,,,7,713.4
502,Ca14Zn6Ga9.85O35Mn0.15,Ca14Zn6Ga9.85O35,Mn,https://doi.org/10.1039/C7RA02112G,,,10,714.0
503,Ca14Zn6Ga9.85O35Mn0.15,Ca14Zn6Ga9.85O35,Mn,https://doi.org/10.1039/C7RA02112G,,,6,714.3
504,Ca14Zn6Ga9.85O35Mn0.15,Ca14Zn6Ga9.85O35,Mn,https://doi.org/10.1039/C7RA02112G,,,8,715.0
505,Ca14Zn6Ga9.85O35Mn0.15,Ca14Zn6Ga9.85O35,Mn,https://doi.org/10.1039/C7RA02112G,,,4,715.6
506,Ca14Zn6Ga9.85O35Mn0.15,Ca14Zn6Ga9.85O35,Mn,https://doi.org/10.1039/C7RA02112G,,,5,715.9
507,Ca14Zn6Ga9.85O35Mn0.15,Ca14Zn6Ga9.85O35,Mn,https://doi.org/10.1039/C7RA02112G,,,1,716.6
508,Ca14Zn6Ga9.8O35Mn0.2,Ca14Zn6Ga9.8O35,Mn,https://doi.org/10.1039/C7RA02112G,,,1,713.0
509,Ca14Zn6Ga9.75O35Mn0.25,Ca14Zn6Ga9.75O35,Mn,https://doi.org/10.1039/C7RA02112G,,,2,713.0
510,Ca13.9Zn6Ga10O35Dy0.1,Ca13.9Zn6Ga10O35,Dy,https://doi.org/10.1039/C7RA02112G,,,8,410.0
511,Ca3BiP3O12Dy0.01,Ca3BiP3O12,Dy,https://doi.org/10.1111/jace.16479,,,9,575.0
512,Ca3BiP3O12Dy0.02,Ca3BiP3O12,Dy,https://doi.org/10.1111/jace.16479,,,9,575.0
513,Ca3BiP3O12Dy0.04,Ca3BiP3O12,Dy,https://doi.org/10.1111/jace.16479,,,5,575.0
514,Ca3BiP3O12Dy0.06,Ca3BiP3O12,Dy,https://doi.org/10.1111/jace.16479,,,3,575.0
515,Ca3BiP3O12Dy0.06,Ca3BiP3O12,Dy,https://doi.org/10.1111/jace.16479,,,9,575.0
516,Ca3BiP3O12Dy0.08,Ca3BiP3O12,Dy,https://doi.org/10.1111/jace.16479,,,6,575.0
517,Ca3BiP3O12Dy0.1,Ca3BiP3O12,Dy,https://doi.org/10.1111/jace.16479,,,7,575.0
518,CaMg2La2W2O12Mn0.008,CaMg2La2W2O12,Mn,https://doi.org/10.1016/j.mtchem.2021.100512,,,4,708.0
519,CaMg2La2W2O12Mn0.008,CaMg2La2W2O12,Mn,https://doi.org/10.1016/j.mtchem.2021.100512,,,3,708.0
520,CaMg2La2W2O12Mn0.008,CaMg2La2W2O12,Mn,https://doi.org/10.1016/j.mtchem.2021.100512,,,5,708.0
521,CaMg2La2W2O12Mn0.008,CaMg2La2W2O12,Mn,https://doi.org/10.1016/j.mtchem.2021.100512,,,9,708.0
522,CaMg2La2W2O12Mn0.008,CaMg2La2W2O12,Mn,https://doi.org/10.1016/j.mtchem.2021.100512,,,1,708.0
523,CaMg2La2W2O12Mn0.008,CaMg2La2W2O12,Mn,https://doi.org/10.1016/j.mtchem.2021.100512,,,7,708.0
524,CaMg2La2W2O12Mn0.008,CaMg2La2W2O12,Mn,https://doi.org/10.1016/j.mtchem.2021.100512,,,9,708.0
525,CaMg2La2W2O12Mn0.008,CaMg2La2W2O12,Mn,https://doi.org/10.1016/j.mtchem.2021.100512,,,7,708.0
526,CaMg2La2W2O12Mn0.008,CaMg2La2W2O12,Mn,https://doi.org/10.1016/j.mtchem.2021.100512,,,4,708.0
527,CaMg2La2W2O12Mn0.008,CaMg2La2W2O12,Mn,https://doi.org/10.1016/j.mtchem.2021.100512,,,1,708.0
528,Ca2YHf2Ga3O12Ce0.01,Ca2YHf2Ga3O12,Ce,https://doi.org/10.1016/j.jlumin.2020.117544,,,1,479.0
529,Ca2YHf2Ga3O12Ce0.02,Ca2YHf2Ga3O12,Ce,https://doi.org/10.1016/j.jlumin.2020.117544,,,2,479.0
530,Ca2YHf2Ga3O12Ce0.04,Ca2YHf2Ga3O12,Ce,https://doi.org/10.1016/j.jlumin.2020.117544,,,2,479.0
531,Ca2YHf2Ga3O12Ce0.07,Ca2YHf2Ga3O12,Ce,https://doi.org/10.1016/j.jlumin.2020.117544,,,6,480.0
532,Ca2YHf2Ga3O12Ce0.1,Ca2YHf2Ga3O12,Ce,https://doi.org/10.1016/j.jlumin.2020.117544,,,2,481.0
533,Ca2YHf2Ga3O12Ce0.12,Ca2YHf2Ga3O12,Ce,https://doi.org/10.1016/j.jlumin.2020.117544,,,7,485.0
534,Ca2La0.97Hf2Al3O12Ce0.03,Ca2La0.97Hf2Al3O12,Ce,https://doi.org/10.1016/j.jallcom.2020.155469,,,4,506.0
535,Ca2La0.95Hf2Al3O12Ce0.05,Ca2La0.95Hf2Al3O12,Ce,https://doi.org/10.1016/j.jallcom.2020.155469,,,3,515.0
536,Ca2La0.92Hf2Al3O12Ce0.08,Ca2La0.92Hf2Al3O12,Ce,https://doi.org/10.1016/j.jallcom.2020.155469,,,6,521.0
537,Ca2La0.88Hf2Al3O12Ce0.12,Ca2La0.88Hf2Al3O12,Ce,https://doi.org/10.1016/j.jallcom.2020.155469,,,9,524.0
538,Ca2La0.85Hf2Al3O12Ce0.15,Ca2La0.85Hf2Al3O12,Ce,https://doi.org/10.1016/j.jallcom.2020.155469,,,3,531.0
539,Ca0.99Sr2Al2O6Ce0.01,Ca0.99Sr2Al2O6,Ce,https://doi.org/10.1016/j.jlumin.2018.10.119,mp-3393, icsd-71860 icsd-66062,7,545.0
540,Ca0.99Sr2Al2O6Ce0.01,Ca0.99Sr2Al2O6,Ce,https://doi.org/10.1016/j.jlumin.2018.10.119,mp-3393, icsd-71860 icsd-66062,10,537.0
541,Ca0.99Sr2Al2O6Ce0.01,Ca0.99Sr2Al2O6,Ce,https://doi.org/10.1016/j.jlumin.2018.10.119,mp-3393, icsd-71860 icsd-66062,7,529.0
542,Ca0.99Sr2Al2O6Ce0.01,Ca0.99Sr2Al2O6,Ce,https://doi.org/10.1016/j.jlumin.2018.10.119,mp-3393, icsd-71860 icsd-66062,6,526.0
543,Ca0.99Sr2Al2O6Ce0.01,Ca0.99Sr2Al2O6,Ce,https://doi.org/10.1016/j.jlumin.2018.10.119,mp-3393, icsd-71860 icsd-66062,3,519.0
544,Ca0.99Sr2Al2O6Ce0.01,Ca0.99Sr2Al2O6,Ce,https://doi.org/10.1016/j.jlumin.2018.10.119,mp-3393, icsd-71860 icsd-66062,1,513.0
545,Ca2LuHf2Al3O12Ce0.02,Ca2LuHf2Al3O12,Ce,https://doi.org/10.1016/j.jcis.2021.05.108,,,7,483.0
546,Ba2GdTaO6Mn0.002,Ba2GdTaO6,Mn,https://doi.org/10.1021/acsomega.9b01787,"mp-1205549,mp-1205547",,9,688.0
547,Ba2GdTaO6Mn0.004,Ba2GdTaO6,Mn,https://doi.org/10.1021/acsomega.9b01787,"mp-1205549,mp-1205547",,6,688.0
548,Ba2GdTaO6Mn0.006,Ba2GdTaO6,Mn,https://doi.org/10.1021/acsomega.9b01787,"mp-1205549,mp-1205547",,2,688.0
549,Ba2GdTaO6Mn0.008,Ba2GdTaO6,Mn,https://doi.org/10.1021/acsomega.9b01787,"mp-1205549,mp-1205547",,6,688.0
550,Ba2GdTaO6Mn0.01,Ba2GdTaO6,Mn,https://doi.org/10.1021/acsomega.9b01787,"mp-1205549,mp-1205547",,9,688.0
551,Ba2GdTaO6Mn0.012,Ba2GdTaO6,Mn,https://doi.org/10.1021/acsomega.9b01787,"mp-1205549,mp-1205547",,5,688.0
552,Ca2LaTa0.999O6Mn0.001,Ca2LaTa0.999O6,Mn,https://doi.org/10.1016/j.jallcom.2018.12.027,,,3,696.0
553,Ca2LaTa0.998O6Mn0.002,Ca2LaTa0.998O6,Mn,https://doi.org/10.1016/j.jallcom.2018.12.027,,,6,696.0
554,Ca2LaTa0.996O6Mn0.004,Ca2LaTa0.996O6,Mn,https://doi.org/10.1016/j.jallcom.2018.12.027,,,2,696.0
555,Ca2LaTa0.994O6Mn0.006,Ca2LaTa0.994O6,Mn,https://doi.org/10.1016/j.jallcom.2018.12.027,,,2,696.0
556,Ca2LaTa0.992O6Mn0.008,Ca2LaTa0.992O6,Mn,https://doi.org/10.1016/j.jallcom.2018.12.027,,,4,696.0
557,Ca2LaTa0.99O6Mn0.01,Ca2LaTa0.99O6,Mn,https://doi.org/10.1016/j.jallcom.2018.12.027,,,3,696.0
558,Ca2GdTaO6Mn0.002,Ca2GdTaO6,Mn,https://doi.org/10.1016/j.jlumin.2019.116525,mp-1227496,,6,676.0
559,Ca2GdTaO6Mn0.004,Ca2GdTaO6,Mn,https://doi.org/10.1016/j.jlumin.2019.116525,mp-1227496,,9,676.0
560,Ca2GdTaO6Mg0.004Mn0.004,Ca2GdTaO6Mg0.004,Mn,https://doi.org/10.1016/j.jlumin.2019.116525,mp-1227496,,5,676.0
561,Ca2GdTaO6Li0.004Mn0.004,Ca2GdTaO6Li0.004,Mn,https://doi.org/10.1016/j.jlumin.2019.116525,mp-1227496,,3,676.0
562,Ca2GdTaO6Na0.004Mn0.004,Ca2GdTaO6Na0.004,Mn,https://doi.org/10.1016/j.jlumin.2019.116525,mp-1227496,,10,676.0
563,Ca2GdTaO6K0.004Mn0.004,Ca2GdTaO6K0.004,Mn,https://doi.org/10.1016/j.jlumin.2019.116525,mp-1227496,,10,676.0
564,Ca2GdTaO6Mn0.006,Ca2GdTaO6,Mn,https://doi.org/10.1016/j.jlumin.2019.116525,mp-1227496,,1,676.0
565,Ca2GdTaO6Mn0.008,Ca2GdTaO6,Mn,https://doi.org/10.1016/j.jlumin.2019.116525,mp-1227496,,3,676.0
566,Ca2GdTaO6Mn0.01,Ca2GdTaO6,Mn,https://doi.org/10.1016/j.jlumin.2019.116525,mp-1227496,,6,676.0
567,Ca2GdTaO6Mn0.012,Ca2GdTaO6,Mn,https://doi.org/10.1016/j.jlumin.2019.116525,mp-1227496,,4,676.0
568,SrLaScO4Mn0.008,SrLaScO4,Mn,https://doi.org/10.1016/j.dyepig.2018.01.052,"mp-1218207,mp-1218142",,8,690.0
569,Ba2LaSbO6Mn0.0003,Ba2LaSbO6,Mn,https://doi.org/10.1016/j.jlumin.2018.09.059,"mp-551269,mp-556375", icsd-195216 icsd-153136 icsd-151816,9,678.0
570,Ba2LaSbO6Mn0.0007,Ba2LaSbO6,Mn,https://doi.org/10.1016/j.jlumin.2018.09.059,"mp-551269,mp-556375", icsd-195216 icsd-153136 icsd-151816,5,678.0
571,Ba2LaSbO6Mn0.001,Ba2LaSbO6,Mn,https://doi.org/10.1016/j.jlumin.2018.09.059,"mp-551269,mp-556375", icsd-195216 icsd-153136 icsd-151816,3,678.0
572,Ba2LaSbO6Mn0.0013,Ba2LaSbO6,Mn,https://doi.org/10.1016/j.jlumin.2018.09.059,"mp-551269,mp-556375", icsd-195216 icsd-153136 icsd-151816,4,678.0
573,Ba2LaSbO6Mn0.0015,Ba2LaSbO6,Mn,https://doi.org/10.1016/j.jlumin.2018.09.059,"mp-551269,mp-556375", icsd-195216 icsd-153136 icsd-151816,6,678.0
574,Ba2LaSbO6Mn0.002,Ba2LaSbO6,Mn,https://doi.org/10.1016/j.jlumin.2018.09.059,"mp-551269,mp-556375", icsd-195216 icsd-153136 icsd-151816,9,678.0
575,Y2MoSiO8Eu0.005,Y2MoSiO8,Eu,https://doi.org/10.1016/j.ceramint.2018.10.050,,,1,618.0
576,Y2MoSiO8Eu0.01,Y2MoSiO8,Eu,https://doi.org/10.1016/j.ceramint.2018.10.050,,,4,618.0
577,Y2MoSiO8Eu0.02,Y2MoSiO8,Eu,https://doi.org/10.1016/j.ceramint.2018.10.050,,,7,618.0
578,Y2MoSiO8Eu0.12,Y2MoSiO8,Eu,https://doi.org/10.1016/j.ceramint.2018.10.050,,,6,618.0
579,Na2Lu0.8MoO8PEu0.2,Na2Lu0.8MoO8P,Eu,https://doi.org/10.1016/j.jallcom.2018.06.156,mp-561247, icsd-250441,4,616.0
580,Na2Lu0.6MoO8PEu0.4,Na2Lu0.6MoO8P,Eu,https://doi.org/10.1016/j.jallcom.2018.06.156,mp-561247, icsd-250441,9,616.0
581,Na2Lu0.5MoO8PEu0.5,Na2Lu0.5MoO8P,Eu,https://doi.org/10.1016/j.jallcom.2018.06.156,mp-561247, icsd-250441,1,616.0
582,Na2Lu0.4MoO8PEu0.6,Na2Lu0.4MoO8P,Eu,https://doi.org/10.1016/j.jallcom.2018.06.156,mp-561247, icsd-250441,2,616.0
583,Na2Lu0.2MoO8PEu0.8,Na2Lu0.2MoO8P,Eu,https://doi.org/10.1016/j.jallcom.2018.06.156,mp-561247, icsd-250441,4,616.0
584,Na2Gd0.95PO8MoEu0.05,Na2Gd0.95PO8Mo,Eu,https://doi.org/10.1016/j.jallcom.2017.05.251,,,4,617.0
585,Na2Gd0.9PO8MoEu0.1,Na2Gd0.9PO8Mo,Eu,https://doi.org/10.1016/j.jallcom.2017.05.251,,,3,617.0
586,Na2Gd0.8PO8MoEu0.2,Na2Gd0.8PO8Mo,Eu,https://doi.org/10.1016/j.jallcom.2017.05.251,,,10,617.0
587,Na2Gd0.7PO8MoEu0.3,Na2Gd0.7PO8Mo,Eu,https://doi.org/10.1016/j.jallcom.2017.05.251,,,8,617.0
588,Na2Gd0.6PO8MoEu0.4,Na2Gd0.6PO8Mo,Eu,https://doi.org/10.1016/j.jallcom.2017.05.251,,,3,617.0
589,Na2Gd0.5PO8MoEu0.5,Na2Gd0.5PO8Mo,Eu,https://doi.org/10.1016/j.jallcom.2017.05.251,,,5,617.0
590,Na2Gd0.4PO8MoEu0.6,Na2Gd0.4PO8Mo,Eu,https://doi.org/10.1016/j.jallcom.2017.05.251,,,3,617.0
591,Na2Gd0.3PO8MoEu0.7,Na2Gd0.3PO8Mo,Eu,https://doi.org/10.1016/j.jallcom.2017.05.251,,,5,617.0
592,Na2Gd0.2PO8MoEu0.8,Na2Gd0.2PO8Mo,Eu,https://doi.org/10.1016/j.jallcom.2017.05.251,,,5,617.0
593,Na2Gd0.1PO8MoEu0.9,Na2Gd0.1PO8Mo,Eu,https://doi.org/10.1016/j.jallcom.2017.05.251,,,4,617.0
594,Na2PO8MoEu1,Na2PO8Mo,Eu,https://doi.org/10.1016/j.jallcom.2017.05.251,,,6,617.0
595,Sr1.9ZnWO6Li0.05Eu0.05,Sr1.9ZnWO6Li0.05,Eu,https://doi.org/10.1016/j.jallcom.2016.06.255,"mp-1105272,mp-1079778,mp-19282", icsd-262322 icsd-190595 icsd-239812 icsd-190592 icsd-72811 icsd-28599,8,614.0
596,Sr1.9ZnW0.8Mo0.2O6Li0.05Eu0.05,Sr1.9ZnW0.8Mo0.2O6Li0.05,Eu,https://doi.org/10.1016/j.jallcom.2016.06.255,"mp-1105272,mp-1079778,mp-19282", icsd-262322 icsd-190595 icsd-239812 icsd-190592 icsd-72811 icsd-28599,2,614.0
597,Sr1.9ZnW0.6Mo0.4O6Li0.05Eu0.05,Sr1.9ZnW0.6Mo0.4O6Li0.05,Eu,https://doi.org/10.1016/j.jallcom.2016.06.255,"mp-1105272,mp-1079778,mp-19282", icsd-262322 icsd-190595 icsd-239812 icsd-190592 icsd-72811 icsd-28599,6,614.0
598,Sr1.9ZnW0.4Mo0.6O6Li0.05Eu0.05,Sr1.9ZnW0.4Mo0.6O6Li0.05,Eu,https://doi.org/10.1016/j.jallcom.2016.06.255,"mp-1105272,mp-1079778,mp-19282", icsd-262322 icsd-190595 icsd-239812 icsd-190592 icsd-72811 icsd-28599,1,614.0
599,Sr1.9ZnW0.2Mo0.8O6Li0.05Eu0.05,Sr1.9ZnW0.2Mo0.8O6Li0.05,Eu,https://doi.org/10.1016/j.jallcom.2016.06.255,"mp-1105272,mp-1079778,mp-19282", icsd-262322 icsd-190595 icsd-239812 icsd-190592 icsd-72811 icsd-28599,2,614.0
600,Sr1.9ZnMoO6Li0.05Eu0.05,Sr1.9ZnMoO6Li0.05,Eu,https://doi.org/10.1016/j.jallcom.2016.06.255,"mp-1105272,mp-1079778,mp-19282", icsd-262322 icsd-190595 icsd-239812 icsd-190592 icsd-72811 icsd-28599,10,614.0
601,CaGdAlO4Mn0.0005,CaGdAlO4,Mn,https://doi.org/10.1016/j.jlumin.2018.06.072,mp-1227092,,4,715.0
602,CaGdAlO4Mn0.001,CaGdAlO4,Mn,https://doi.org/10.1016/j.jlumin.2018.06.072,mp-1227092,,2,715.0
603,CaGdAlO4Mn0.002,CaGdAlO4,Mn,https://doi.org/10.1016/j.jlumin.2018.06.072,mp-1227092,,7,715.0
604,CaGdAlO4Mn0.004,CaGdAlO4,Mn,https://doi.org/10.1016/j.jlumin.2018.06.072,mp-1227092,,8,715.0
605,CaGdAlO4Mn0.006,CaGdAlO4,Mn,https://doi.org/10.1016/j.jlumin.2018.06.072,mp-1227092,,2,715.0
606,CaGdAlO4Mn0.008,CaGdAlO4,Mn,https://doi.org/10.1016/j.jlumin.2018.06.072,mp-1227092,,9,715.0
607,CaGdAlO4Mn0.01,CaGdAlO4,Mn,https://doi.org/10.1016/j.jlumin.2018.06.072,mp-1227092,,4,715.0
608,Ca13.995Al10Zn6O35Bi0.005,Ca13.995Al10Zn6O35,Bi,https://doi.org/10.1039/C7RA01285C,,,10,410.0
609,Ca14Al9.995Zn6O35Mn0.005,Ca14Al9.995Zn6O35,Mn,https://doi.org/10.1039/C7RA01285C,,,5,713.0
610,Ca3Y0.9Al3O15B4Eu0.1,Ca3Y0.9Al3O15B4,Eu,https://doi.org/10.1016/j.jlumin.2018.09.010,mp-694012,,2,621.0
611,Ca3Y0.7Al3O15B4Eu0.3,Ca3Y0.7Al3O15B4,Eu,https://doi.org/10.1016/j.jlumin.2018.09.010,mp-694012,,1,621.0
612,Ca3Y0.5Al3O15B4Eu0.5,Ca3Y0.5Al3O15B4,Eu,https://doi.org/10.1016/j.jlumin.2018.09.010,mp-694012,,9,621.0
613,Ca3Y0.3Al3O15B4Eu0.7,Ca3Y0.3Al3O15B4,Eu,https://doi.org/10.1016/j.jlumin.2018.09.010,mp-694012,,1,621.0
614,Ca3Y0.1Al3O15B4Eu0.9,Ca3Y0.1Al3O15B4,Eu,https://doi.org/10.1016/j.jlumin.2018.09.010,mp-694012,,4,621.0
615,Ca3Al3O15B4Eu1,Ca3Al3O15B4,Eu,https://doi.org/10.1016/j.jlumin.2018.09.010,mp-694012,,6,621.0
616,Ba3Y1.3B6O15Eu0.7,Ba3Y1.3B6O15,Eu,https://doi.org/10.1016/j.jlumin.2018.12.028,mp-1019527, icsd-261704,8,593.0
617,Ba3Lu1.94B6O15Ce0.03,Ba3Lu1.94B6O15,Ce,https://doi.org/10.1016/j.jallcom.2019.02.095,,,2,446.0
618,MgY3.8Si3O13Tb0.2,MgY3.8Si3O13,Tb,https://doi.org/10.1111/j.1551-2916.2010.03626.x,,,3,544.0
619,MgY3.8Si3O13Ce0.2,MgY3.8Si3O13,Ce,https://doi.org/10.1111/j.1551-2916.2010.03626.x,,,4,480.0
620,Ca8MgSi4O16Cl2Tb0.02,Ca8MgSi4O16Cl2,Tb,https://doi.org/10.1016/j.jlumin.2011.09.029,mp-686598,,2,542.0
621,Ca4Y6Si6O25Ce0.02,Ca4Y6Si6O25,Ce,https://doi.org/10.1016/j.matchemphys.2011.05.078,,,1,421.0
622,Ba3Y1.9B4O12Ce0.05,Ba3Y1.9B4O12,Ce,https://doi.org/10.1111/j.1551-2916.2012.05464.x,,,6,421.0
623,Lu2MoO6Eu0.01,Lu2MoO6,Eu,https://doi.org/10.1016/S1003-6326(16)64276-0,mp-1211057,,10,610.0
624,Lu2MoO6Eu0.03,Lu2MoO6,Eu,https://doi.org/10.1016/S1003-6326(16)64276-0,mp-1211057,,7,610.0
625,Lu2MoO6Eu0.05,Lu2MoO6,Eu,https://doi.org/10.1016/S1003-6326(16)64276-0,mp-1211057,,9,610.0
626,Lu2MoO6Eu0.1,Lu2MoO6,Eu,https://doi.org/10.1016/S1003-6326(16)64276-0,mp-1211057,,6,610.0
627,Lu2MoO6Eu0.2,Lu2MoO6,Eu,https://doi.org/10.1016/S1003-6326(16)64276-0,mp-1211057,,10,610.0
628,Lu2MoO6Eu0.4,Lu2MoO6,Eu,https://doi.org/10.1016/S1003-6326(16)64276-0,mp-1211057,,4,610.0
629,BaZn2P2O8Sm0.02,BaZn2P2O8,Sm,https://doi.org/10.1016/j.jlumin.2012.03.022,mp-6089, icsd-300159 icsd-86627,1,606.0
630,BaZn2P2O8K0.02Sm0.02,BaZn2P2O8K0.02,Sm,https://doi.org/10.1016/j.jlumin.2012.03.022,mp-6089, icsd-300159 icsd-86627,2,606.0
631,Y1.9Si4N6CCe0.05,Y1.9Si4N6C,Ce,https://doi.org/10.1111/j.1551-2916.2011.04571.x,mp-6353, icsd-162422 icsd-155158 icsd-162421,5,540.0
632,Ca3La5.5Si6O24Ce0.5,Ca3La5.5Si6O24,Ce,https://doi.org/10.1111/jace.12846,,,2,420.0
633,Ca3La5.5Si6O24Tb0.5,Ca3La5.5Si6O24,Tb,https://doi.org/10.1111/jace.12846,,,9,545.0
634,Ca4Y6Si6O25Ce0.1,Ca4Y6Si6O25,Ce,https://doi.org/10.1111/jace.13292,,,4,426.0
635,Sr8.96Mg1.5P7O28Eu0.04,Sr8.96Mg1.5P7O28,Eu,https://doi.org/10.1111/jace.16311,,,9,618.0
636,Ba2Ca0.99P2O8Eu0.01,Ba2Ca0.99P2O8,Eu,https://doi.org/10.1111/jace.12258,mp-3857, icsd-18110 icsd-30634 icsd-69450 icsd-184781 icsd-150866 icsd-410786,2,454.0
637,Sr0.995Si2O2N2Eu0.005,Sr0.995Si2O2N2,Eu,https://doi.org/10.1021/cm802394w,,,2,535.0
638,Sr0.99Si2O2N2Eu0.01,Sr0.99Si2O2N2,Eu,https://doi.org/10.1021/cm802394w,,,7,535.0
639,Sr0.98Si2O2N2Eu0.02,Sr0.98Si2O2N2,Eu,https://doi.org/10.1021/cm802394w,,,9,538.0
640,Sr0.93Ca0.05Si2O2N2Eu0.02,Sr0.93Ca0.05Si2O2N2,Eu,https://doi.org/10.1021/cm802394w,mp-556884, icsd-413882,10,538.0
641,Sr0.88Ca0.1Si2O2N2Eu0.02,Sr0.88Ca0.1Si2O2N2,Eu,https://doi.org/10.1021/cm802394w,mp-556884, icsd-413882,10,538.0
642,Sr0.83Ca0.15Si2O2N2Eu0.02,Sr0.83Ca0.15Si2O2N2,Eu,https://doi.org/10.1021/cm802394w,mp-556884, icsd-413882,3,536.0
643,Sr0.73Ca0.25Si2O2N2Eu0.02,Sr0.73Ca0.25Si2O2N2,Eu,https://doi.org/10.1021/cm802394w,mp-556884, icsd-413882,1,542.0
644,Sr0.48Ca0.5Si2O2N2Eu0.02,Sr0.48Ca0.5Si2O2N2,Eu,https://doi.org/10.1021/cm802394w,mp-556884, icsd-413882,7,543.0
645,Sr0.23Ca0.75Si2O2N2Eu0.02,Sr0.23Ca0.75Si2O2N2,Eu,https://doi.org/10.1021/cm802394w,mp-556884, icsd-413882,6,546.0
646,CaSi2N2O2Eu0.02,CaSi2N2O2,Eu,https://doi.org/10.1021/cm802394w,mp-556884, icsd-413882,10,555.0
647,Sr0.93Ba0.05Si2O2N2Eu0.02,Sr0.93Ba0.05Si2O2N2,Eu,https://doi.org/10.1021/cm802394w,mp-6764, icsd-419450 icsd-173758,1,538.0
648,Sr0.88Ba0.1Si2O2N2Eu0.02,Sr0.88Ba0.1Si2O2N2,Eu,https://doi.org/10.1021/cm802394w,mp-6764, icsd-419450 icsd-173758,10,539.0
649,Sr0.83Ba0.15Si2O2N2Eu0.02,Sr0.83Ba0.15Si2O2N2,Eu,https://doi.org/10.1021/cm802394w,mp-6764, icsd-419450 icsd-173758,1,544.0
650,Sr0.73Ba0.25Si2O2N2Eu0.02,Sr0.73Ba0.25Si2O2N2,Eu,https://doi.org/10.1021/cm802394w,mp-6764, icsd-419450 icsd-173758,3,544.0
651,Sr0.48Ba0.5Si2O2N2Eu0.02,Sr0.48Ba0.5Si2O2N2,Eu,https://doi.org/10.1021/cm802394w,mp-6764, icsd-419450 icsd-173758,2,548.0
652,Sr0.23Ba0.75Si2O2N2Eu0.02,Sr0.23Ba0.75Si2O2N2,Eu,https://doi.org/10.1021/cm802394w,mp-6764, icsd-419450 icsd-173758,8,564.0
653,BaSi2N2O2Eu0.02,BaSi2N2O2,Eu,https://doi.org/10.1021/cm802394w,mp-6764, icsd-419450 icsd-173758,9,495.0
654,Sr0.96Si2O2N2Eu0.04,Sr0.96Si2O2N2,Eu,https://doi.org/10.1021/cm802394w,,,5,541.0
655,Sr0.92Si2O2N2Eu0.08,Sr0.92Si2O2N2,Eu,https://doi.org/10.1021/cm802394w,,,9,546.0
656,Sr0.84Si2O2N2Eu0.16,Sr0.84Si2O2N2,Eu,https://doi.org/10.1021/cm802394w,,,9,554.0
657,CaSEu0.01,CaS,Eu,https://doi.org/10.1016/j.radmeas.2009.09.010,mp-1672, icsd-619534 icsd-619527 icsd-186785 icsd-53940 icsd-619528 icsd-603165 icsd-619533 icsd-28902 icsd-60200 icsd-619538 icsd-619540 icsd-619529 icsd-619530 icsd-41956 icsd-52784 icsd-30236 icsd-619537,8,663.0
